Review Text,Sentiment
amazon shopping india is becoming expensive than market now a days plus they don't verify the sellers or product just post the digital pictures taken but it's not worth buying from amazon coz of the price and quality and scams it's better to purchase in the market like before or go out to a shop and buy atleast we can bargain and get the product in amazon the same product is thrice the cost now a days guys go out for shopping it's wonderful experience but sitting and shopping from home through amazon is not worth and expensive too,Positive
"i'm sick and tired of ordering a product partially based on speed of delivery only to have the item arrive two days late!  it's happening more and more often and i realize this is a first world problem but sometimes the delivery is time sensitive as i need it before an event.  their product reviews are highly suspicious anymore and sometimes are about a totally unrelated product!  they're slowly turning into temu*update:  since writing this, it has happened again multiple times, including an order due today. yet i keep using them. ",Negative
"ps on my amazon review: some consumer review sites ask âwhat could amazon do betterâ after my reviews were published. amazon knows exactly what they can do better. better for themselves not for their customers. the reason that hundreds of thousands amazon customers in north america and the uk have had it with amazon is that it has lost itâs unique selling proposition that got it where it is today. amazon used to be a seamless shopping experience, no more. price points the same and higher than brick and mortar retail and other on line companieswith better delivery on time arrivals than amazon.  forget prime for next day delivery that is also a has been that we pay for. an increased volume of subpar third party products with zero warranty from both amazon and the seller after thirty days. proving that amazon has approved the seller and the 30 day return window making amazon an accessory to alleged fraud. all it says to the amazon customer is buyer beware. amazon customer service especially in situations like reporting a non functioning product a day after the 30 day window is closed is an hour long run around pre designed to run your through endless hoops without a resolution through attrition to get you off their backs and keep your money. absolutely pathetic on amazon. i have no intention of doing business with any corporation that has no real time respect for long time loyal customers, zero integrity and honesty, and are still desperate to make every penny they can get from us by hook or by crook to top of their billions. just that wants to make me hurl in total disgust.",Positive
"this is an awful company and has gotten worse over the last year. on top of the terrible products, you cannot understand their representatives because none of them live in the us. weâre getting rid of amazon products as of today. weâre going to try target or an actual worthy company. ",Negative
2 days late on a fresh delivery no contact left it to me to sort out which is like running around a maze. no way of saying how your feeling whatâs gone wrong just a bit disappointing when they do most things right but prob wonât bother with fresh again ,Negative
"almost every time we have an order go through boise it becomes missing and now they shipped it to idaho falls where there is the worst reviews i have ever read and i will have to wait to report it or something missing. it was supposed to stop in pocatello  idaho  not idaho falls, idaho falls sounds like a lot of mix up or a small group stealing going on. where it the check and balance team for",Negative
wow this company is getting greedy. the delivery has increased amd now you have to get â£35 worth if crap made in china to get free delivery. i have deleted my account . i will shop locally and support local shops. ,Neutral
"amazon is becoming extremely unreliable. it used to be, you order something and you can trust the said delivery date. not anymore! my items have been arriving later and later and some not at all. i think itâs time to go back in the stores. iâm over this!",Positive
arrogant and offensive. where do they find these imbeciles and truth twisters.,Neutral
"creepy, creepier, and now the creepiest... i've complained about amazon attempting to deliver packages as late as 10 pm several times, and they just keep on doing it... it's like trying to talk to the rain man...  this is an abusive and creepy delivery practice that should not be allowed... no other parcel delivery carriers engage in such abusive behavior because its really creepy, increases the risk of package loss, and could create an unsafe situation for both residents and amazon delivery drivers... i guess i'm going to have to make amazon my next legal hobby (over this) to get their attention... you'd think they'd pull their heads out with chinese competitors like temu eating their lunch... what a bunch of losers...",Negative
my problem is with amazon delivery - the driver attempted delivery over an hour prior to the scheduled delivery times of 7am because i suppose it was convenient for them - and then requested i provide the security access code to my home - unacceptable!!!! there was a reason that delivery  window time was accepted  - when i told amazon to have the driver come back during the scheduled delivery window - they said it may not be until tomorrow- when i asked to cancel the order - i was told it was not possible- i then asked for a supervisor who then was amazingly able to cancel it!!! however failed to log a complaint until i demanded he do so - i then a heard bunch of typing ð - when i asked what was to be done - he basically said its up to the center to decide if anything - ð  !! amazon is becoming a monopoly with providing incompetent and bad service and seems to be running amuck with no protocol or set procedures to handle issues - and is randomly doing what it wants when it wants - i will be filing another complaint and now  with the ag to break this monopoly up! i also noted they made it very difficult to have a centralized place to file online complaints!,Negative
"amazon, recently placed my account on hold for some kind of suspected fraud. amazon asked me to submit a credit card statement, which i did. then they responded by asking me for a bank statement but they did this via a no-reply email. so i called amazon.com and asked them why they would ask me for more information, while, simultaneously making it impossible to provide additional documents. after an hour of asking the same question over and over, john, a team leader, admitted he did not know but someone would contact me within 24 hours.how can a publicly traded company of amazon's size be sending robo-emails to thousands of people each week, asking for documents and yet making it impossible for the customer to respond? i would love to know what their thought process was when they set this up?",Positive
absolutely rubbish customer service no one know what he doing if they reply copy paste from emails before. customer service if you have no time doing answering with anything from before as you not really help you just making things worse ,Negative
"i have been a prime member for 10 years and i am not going to renew my membership. packages are all running late lately. i received a lot of expired/used item one of which could not be returned. customer service only ""assures"" you that they solved the problem after you spend 30 minutes on hold only to find out they did not do anything. i returned items, got refunded and was charged again for the item i returned because they did not receive it, and the list goes on...",Negative
"order is late again! order some things last monday. picked the wednesday day b/c it was amazon day when it said i could have had next day delivery for certain items. they said it was delayed and would be delivered the following day.  then that turned into 2 days, which now turned into a week overdue and it is still not here! this is happening more and more, and it always seems like it's when i need the item that this happens.... not a happy camper. ",Positive
i ordered a garage door opener fromamazon for $ 229.00 and paid with mydebit card.   i returned it and amazon refunded the amount to an amazon giftcard without our approval.when calling to inquire i was told by customer service representative that thereturn was processed and couldnât bechanged.  i asked for supervisor who toldme they canât change it and had no reason why it was processed to a gift card.  hisname was brian and he just kept repeating the same thingâdid i have another issueâ.this is terrible customer service and i feel they got do big they donât care!beverly morn,Negative
"forget any support from any third party seller or amazon for any product with a 30 day non return window. what is astounding is that  every bric and mortar and online shopping sites carries products with a standard one year warranty. not amazon, not with third party sellers. an obvious admission by both amazon and the third party that you are about to waste your money on a sub par product with no guarantee after 30 days. try to get help on a non functioning product from amazon a minute the 30 day window is closed, good luck suckers. it s the usual at least one hour call with excuses and apologies and a link to get you back to square one. thatâs called making certain the amazon customer gives up through pre planned attrition and both amazon and the third party seller get to keep your money. i simply took my consumer power in hand, something all of us should do out of self respect if nothing else. i cancelled 12 products in my cart and more products to re buy. then cancelled my prime membership as itâs become useless, except for amazon to get more of our money to top of their trillions. point in case: even though i am paying monthly for the primary reason of getting next day delivery, in one month three prime next day deliveries showed up three to four days late and one not at all. so iâm done with amazon. and judging from a huge 1-1.2 out of 5 amazon customer ratings you all should be done with amazon as well.",Positive
review text not found,Neutral
"spent over $600.00 for items for a small business. they sent only a partial package. someone at the warehouse read the order wrong. made several phone calls to c/s only to be told they cant help and cannot send entire order or cannot give me a refund, or would just hang up on me only for  having to call back again and talk to someone else and  explain the partial order again.  they claim it was stolen upon delivery. the package was directly handed to me so it wasnt stolen. amazon wanted me to file a police report?? someone packing at the warehouse messed up. they want me to return the partial package, im still waiting for their return label. almost 2 weeks. i filed a dispute with my credit card company, still waiting for results of my dispute. my next move will be to news channels,  bbb, the state attorney generals office, and anyone else out there that can either get me the rest of my order or get me a refund, or else i will be out over $600's. ive shopped at amazon alot over the years, well, never again and although amazon is a huge company and maybe $600 isnt alot of money to them but its alot for me to lose. sad, that, for a company like amazon that they will not help with customer issues, but sure didnt hesitate to take my money. so, from now on i will do my shopping elsewhere.",Negative
"another bad amazon experienceno customer service no care at allno help with my questionno complaints process everyone who has experienced bad service should ship elsewhere, it seems the only way we can fight back against their complete lack of care. ",Negative
corrupt company. union busting. puts employees health at risk. unreasonable working conditions and daily quotas for drivers. puts small business out of work by monopolizing their industry and taking losses until the small business closes. do not use amazon,Negative
last time i ever used amazon... f*** i hate this stupid delivery system and may their indian costumer service burn i hell....,Negative
"was given a gift card for my birthday.  brought 7 items on amazon. 2 never arrived, and got pretty quick refunds. 4 were awful and i returned using their returns label/procedure. they are pretending they haven't got it even though i have proven they have with the tracking number and the proof of delivery picture.only 1 item was ok. i'm out nearly â£50 still as they ask for a receipt of return. you have the tracking and the image of it delivered at their warehouse. edit, it took nearly a month, but got a refund in the end.has really not encouraged me to use them again.",Positive
"i have been a prime member for several years, and  i have spent thousands of dollars throughout the years. amazon has failed me today, i placed an order last week, july 7th, was told it will be delivered by july 9th. incorrect, my card was charged without the item being shipped and they did not give me an option to cancel for a refund. it is july 12th and my card has not been refunded for their error whereas they do not own up to. if this is how amazon wants to  do business with their customers they have failed.",Negative
"i purchased the 3-pack just for men on subscribe and save. it arrived in good condition in a clear plastic bag. when i later opened the product boxes, they contained no actual product. one contained an opened and used product tube from clairol natural instincts. one was an opened and used jfm color developer. idk what jfm product uses that. the other was only the comb that goes on the tube. i reported to amazon customer service and told them the seller needed to be investigated; they didn't seem concerned or even want the pictures of the products received. the sad thing is the seller is listed as amazon, not a third-party seller.",Positive
treats their employees like trash.,Neutral
"if i could put less than a star i would but i couldn't type unless i put a star.  i will be canceling my prime, closing my account, paying off my balance and never buying another thing from amazon ever again.  it's pretty sad when the delivery guy can't acknowledge or you because he cant even speak english and only speaks spanish because he's a freaking illegal. i asked him did he just come to america and all he said was yes.  so here's illegals taking jobs from americans. what a shame. and shame on you amazon. if you come to this country learn the language.  amazon you are no longer welcome to my money.  you should be hiring american citizens not illegals what a freaking joke.  by the way as he left i told him to make sure he votes republican.",Positive
"continuing useless delivery leaving in open porch with rain ,not even ringing doorbell! no one takes any notice of delivery instructions fed up with calling re this trying to speak with customer service is an absolute disgrace ",Negative
i have an issue with amazon using a previous phone number on my account with them. an attempt to discuss and correct the issue with customer service resulted in no assistance; i was told to call back and speak to another agent because she could not pull up my account. hundred$ are spent each year in this account that i cannot get help with. unacceptable.,Negative
"amazon delivery service in central texas is awful. i have been fighting with customer service regarding these contracted delivery drivers. the driver blames amazon gps. they either can't find my address, regardless of how much driving instructions given and keep delaying delivery by rescheduling. or they can't read the zip code and deliver to the wrong address in the wrong city. i had to drive an hour to go pick up my order from some lady's house because she tried to contact amazon to come get it and was told to keep it! she found my phone number and called me that she had my order. it's so bad that now amazon is giving me grief about refunding or replacement of missing orders. i never had this problem in california! i've called amazon 7 times over this issue but the overseas customer service agents, though pleasant have no idea what i am telling them. i'm about done with amazon.",Negative
"order# 112-1332141-5856248amazon, the worst company and services in the nation! requested for full refund of the item that was not delivered even after 6 days whereas their prime membership offers next day guarantee delivery. philip, customer-service rep as well as marki, customer-service relation supervisor both wasted my valuable 30 minutes without applying the refund saying wait for the item again. completely dissatisfied, disappointed and perturbed on their products and worst services. this is a big scam, avoid amazon!",Negative
great service - any problems they accept no worries,Positive
"as a loyal yet disabled customer of amazon, i've had nothing but problems with the drivers and customer service advisors who couldn't care less about their customers!!i have additional delivery requirements on my account yet their incompetent useless drivers refuse point blank to follow them which includes to hand packages to me as the gap between house and doorstep are huge and i've fallen and got physically hurt as a result of the drivers refusing to follow instructions!! each time i contacted amazon customer service and all they did was patronise me and have the ""too bad so sad"" attitude towards me even though i explained what happened and that my face was bleeding from where it hit the doorframe!! when i refused to be patronised they tried to shut me up by offering money which i refused!!!!this is how they treat their customers so i'd think twice if i were you before ordering from them!!!! they are toxic to customers ",Negative
"worst customer service ever! all of my subscribe and save items were cancelled at 5pm on the day they were due to be delivered and were out for delivery! over â£130 worth of items cancelled without an explanation! i contacted customer services to ask what was going on and was told iâd just have to wait 5 - 7 days for a refund! i asked if they could arrange replacements to be told no, that this wasnât an option. i canât re-order everything as they still have my money 3 days on! contacted customer services again today to be told itâs being processed and to wait. remarkable really considering once items are dispatched amazon donât allow you to cancel, but they can then takes them a week to give you the money back! ",Positive
"tldr - do not consolidate the delivery date, unless you want it to be late. one part of my order would have been delivered wed, and the other part on thur, but i picked the fewer deliveries option which showed everything would be delivered on fri.  tracking still shows as delivering by 8 pm, but ups doesn't even have the tracking number in the system.  will not be making that mistake again!  from now on everything can be delivered individually!!",Negative
"is a prerequisite to becoming an amazon delivery driver being lazy & stupid? twice in one week. in florida and north carolina. they deliver with eyes closed. can't find the address or deliver to the wrong one. what morons, no pride in their job. amazon prime, save your money. it's not worth it.",Negative
"amazon customer service is outstanding! whenever i encounter a problem, they resolve it quickly and efficiently. i appreciate their excellent work. i wish amazon would partner with other shipping companies like fedex or usps, as ups often causes issues with my orders.",Positive
"i am not keen on giving negative reviews, though amazon deliveries are regularly lost or damaged. my recent book order got canceled because the package was damaged and became undeliverable. i spend a whole day at home waiting for the parcel to arrive anytime before 8pm and just after 8 pm i get notified that my book order got canceled because the package was damaged and became undeliverable. i want the old post office back, this on time delivery is nonsense.",Positive
"apparently if you work for amazon,  your i.q, can't be higher than 10. another requirement is you have to be able to read a script, when conversing with customers. 3 times they tried to take 15.93 from my checking account. 3 times it was denied, yet they still try and take money out, of account. i tried talking to customer service, who denied they were trying to take money out, of my account.  my bank statement says different. i have metro,  don't get me started on them, so the plan i have,  says that amazon prime is included with my plan. tomorrow i will contact the c.e.o., of amazon and ask him why they are trying to charge my card, when amazon is free. i should put his email here, i think he has enough problems. it would be hilarious.",Positive
"amazon preaches about ethics and transparency, especially when it comes to their reviews but little do many realize they actually delete reviews that unfavorable on their products. they do this by using their review policies in their favor. i bought what they claimed were dimmable light bulbs to replace those that burnt out, their light bulbs did not dim after installing them, amazon sent a blanket response, stating they tested the products and it worked as intended, then they removed my negative review. if the bulbs don't dim after i install them, then they don't dim! it's as clear as that!! and amazon is not allowing the consumer to objectively rate the products based on their use and in doing so falsely rate their products to entice more sales.",Positive
review text not found,Neutral
"amazon basically scammed me into buying 2 phones, ordered 1 for them to then lock my account, they then emailed me requesting i re-order because all my actions before the lock had been reversed, charged me for both orders.",Neutral
amazon sucks you pay for prime to receive your items at a certain time and it doesn't come and when you talk to customer service it's like they are just sending you scripts they're not even answering your questions. if i'm going to receive my package whenever they feel like sending it i'm damn sure not going to pay for prime there no need. amazon do better or get better ppls to represent you ð¡ð¡ð¡,Positive
"amazon has really gone down hill. they never deliver packages when they are suppose to. everyone it says package delayed and will not be delivered in time,  and when you call all they say is they canât do nothing about it. tried to get the supervisor to cancel my order today and she hung up on me. they keep allowing these trash companies sell on there website then donât hold them accountable when they arenât completing orders on time. amazon pay service is suppose to be for 2 day delivery but they never honor the contract. so sick of this company. wish someone would put them out of business already.",Negative
"amazon has become the slowest shipping service in the market.  i ordered 2 outdoor chair covers and got an expected deliver date covering a three-day span.  the item didn't even ship until after the last date (no notification of a delay).  when the date passed, they posted another expected date.  only time will tell if they hit that target.  slow delivery or slow fulfillment has become a trademark of amazon.  it appears that amazon uses slow service as a tool to try to get you to spend $139 for prime.  i have found a better way to get around amazon's games.  i shop elsewhere.  seldom do i buy anything from amazon.  walmart has most of the same items as amazon and often for less and their fulfillment process is far superior to what amazon puts forward.",Positive
"9 july 24, i placed an order with amazon for four items which came to a total of â£119.77 so all the items should be delivered free of charge, but no one item was for a drill bit and did not give me an option for free delivery so i phoned amazon customer services before i completed my order and the person at amazon told me to place the order and once i receive the i contact them again and a refund for the delivery will be refunded and this was backed up with an email from amazon.after i placed my total order on 9 july 24, i went to the order summery for each of me items and found that the price of the drill bit was wrong, it should have been â£10.99 but the total including post and vat was now â£15.94 an over charge of â£4.99.9 july 24, i phoned amazon customer services again and this time i explained the price was wrong and the  amazon customer services person told me it was â£11.82 for the drill bit and he then asked me to send a screen shot and send it to amazon which i did, then he agreed that he will forward this the the write department to get this resolved and he asked me what i was looking for and i said compensation for all the time i have spent so far and i asked him what compensation can i get and he said he can not tell me i have to tell him so i said â£30.00 and he said this will all be entered and sent.  i asked him to send me an email to confirm this and he said he will, guess what now 11 july 24, no email.7 july 24, i received an email from pawan  amazon customer services asking me to write back to amazon with all the information regarding my problems because the second person i contacted on 9/7/24 had not completed the right information within amazon, so i now had to spend more of my time to list all of the issues i had and i also said that because of this email and more of my time i now want â£50.00  compensation and i sent this email. i received an auto reply that said we have received your email and try to reply in the next 6 hours, guess what again its now 11 july 24, no reply.11 july i phoned  amazon customer services for the third time, so i could ask for the delivery refund which was agreed after some time on hold. i then asked why i have not received a reply to my email and once again i was put on hold until she came back and said sorry that i had not hade a reply and the maximum to the email and the maximum compensation was â£20 i asked to speak to a manager and when picked the conversation she said she will refund me the postage and this was added because this was a separate order, which said i placed an order for 4 items on one order but she kept saying this was a separate order and will not give me ant compensation.amazon are a complete joke and don;t care about there customers any more.      ",Positive
for the last 5 months amazon delivery is always days late. i'm venting but i'm canceling my membership i can go get my purchases at the actual store.,Negative
i placed an order with whole foods.  did not receive all i paid for. impossible to communicate with amazon. also found it impossible to cancel my subscription. ,Negative
absolutely horrible beyond words. completely useless. ,Negative
"amazon are threatening us for payment of invoices already settled, chasing us for payment of goods returned that they acknowlege have been succesfully returned. they also have really struggled with the fact that we have changed address 6 months ago. we cannot get to speak to anyone in authority to get this resolved. can someone please get in touch to help get this mess sorted. we spend about â£10k with you every year",Positive
i have spent a lot of money with amazon over many years and have always found their customer service excellent but it seems that it has been downgraded because i have been trying to contact them regarding an item that i purchased a few days ago which has a part missing .they used to give you a option to talk to an agent but it seems that is no longer the case and all of the options that they give you to describe the problem aren't relevant so i have no idea were to go apart from return the item for a refund which is a lot of hassle.,Positive
been waiting four days now for my amazon parcel to be delivered by dpdwhy are they using dpdthat are useless first day no showsecond day left a calling card on the front entrance to my block of flatsletting everyone know i'm no in.to lazy to get in the lift and deliver third day was told it will be delivered to a yeep collection in point no showfourth day no mention at allamazon have completely gone to poothe last 4 purchases i have had to get refunds on because they can't do what it says on the tin ,Negative
"every time i chat with amazon customer service about an order that is missing, i'm promised that my order will arrive: ""yes, you will receive the items by today. please be rest assured."", ""please don't worry. it will be delivered to you by the end of the day."", ""no need to worry there is no issue with the package end and you will surely receive the item on or before 24-48 hours."" these were 3 separate cases, and in each case, the item did not arrive.it's so maddening and frustrating to be told these platitudes that hold zero weight. ",Negative
i've got a burst tyre so needed an air compressor to see if i can crawl to a garage for a new tyre. took three days to arrive. tracked them online. guy big grin on his face when i said there tracking was good. made a comment on notice i put on front door for friend in case i was not in. delivery man wears bright fluorescent  yellow. makes a trite comment and still grinning walks away. now i have to see if i can repair car.     ,Positive
i love amazon! i am very senior and having groceries delivered each week is great! returning items is so easy.i shop at amazon for everything. i recently bought an exercise machine and it is great. fast delivery is a bonus and very handy when need product in a hurry.5% back is also a bonus. i have been an amazon customer for years.,Positive
"if i could rate this zero, i would. i purchased a ring on 24 may. the product has not been delivered at 10 july. the seller is completely unhelpful despite requests for tracking which says ""collected by carrier"". no details of where the package is, if it's in the country (south africa), and if it is, where exactly. i dont know who the courier is and if they are delivering, nor a single whatsapp or sms to confirm what they are doing or where they are. after lodging a complaint i suddenly received an update that my ring would arrive before 8pm on 10 july. and a total no show. today i received an update saying it will be delivered 16 july. further and further out of reach. shocking service from such a large company. i hope takealot, shein and temu push them right out of business. buyer beware. ",Negative
amazon has really gone downhill in their returns process.  they love selling this cheap stuff but don't want to be involved in helping you get a refund or replacement when your order isn't right.  they should have this system oiled to perfection by now but alas here we are.  ,Positive
as usual the delivery driver didn't even knock he just put the package on the doorstep in full view of anyone walking by.this happens every time we order anything it is always the same and we get so many parcels taken off doorsteps around us luckily we were actually in but why not just knock if this carries on i will shop elsewhere.,Positive
"driver took off with package despite me speaking on intercom and opening the communal block door. hw took off with my package and despite several attempts of chasing after him and shouting, flagging down his van, he just ignored and took off and clicked on return straight away. still after 2 weeks i'm waiting for my refund as apparently its still in transit. amazon customer service associates did nothing to help or compensate me with gift balance like they used to. they treated me unfairly and really badly with utmost disgust. one associate offered me a gift balance but unfortunately got disconnected.  then evwr since for 2 weeks, i have been trying and trying to get another associate who will give me compensation.  and all i've had is associates not reading or understanding or even caring to give me what i deserve- compensation. they made me stressed and upset and didn't even care. i've cancelled my prime membership and won't be ordering off there for at least 3 months. i did warn them. so instead of them losing â£26.67 compensation in gift balance (that i can only spend on amazon anayway-they would benefit), they now going to lose 3 months worth (a lot of money) of regular orders from a valued and regular customer, as well as a bad review and cancelled prime (â£8.99 for 3 months). hopefully this will teach them a lesson. ",Negative
"quick and easy until things go wrong, and they go wrong way too much.don't expect amazon delivery to be able to read or follow simple instructions. my packages constantly get delivered to wrong addresses or ""lost in transit""one good thing is they tend to be quick with refunding if packages get lost.another gripe i have with them is their tendency to leave packages outside your door, if your in or not. this encourages theft and raises crime in areas that have too much already, all so they can save time and money as a company.",Positive
how fast they are.,Positive
"i cant understand why there are so many low scores for amazon. where else can you go and get same day delivery, on prime and the items and packaging come in perfect condition. such a range and always giving price comparisons. i know i can rely on them to deliver on time with no hastle. i can return items with no questions if i or they got it wrong. its easier and cheaper than going to town for sure with more variety. i'm very pleased. this is not a one off experience, i have been shopping with them for years with many purchases.",Positive
review text not found,Neutral
"customer service has been outsourced i believe, itâs junk now. iâve had to email 7 x to chase a gift card / reimbursement which they told me they were applying, but it never comes. considering just getting rid of prime for good.",Positive
i ordered a bike part called last monday they said 3 days in business days you would get your money back now it's been a week i called them and they won't help me with my item to get my refund so customer service sucks so bad i'm mad,Negative
"i am disabled & deaf due to an aa disease.amazon used to be reliable.  then bezos outsourced all us jobs to 3rd world countries.  they can blame 3rd party sellers & ebt for refunds you're not getting, they don't pay taxes, use tax payer money to build their warehouses, lock workers outside in dangerous storms, don't pay their own workers b/c ""we're amazon.""i worked for flex for over 2 years.  they fired me after a driver hit my unoccupied car.  then filed lawsuits against me b/c i wasn't paid, to somehow steal my ssa income.  they are corrupt & delusional.my last 8 out of 10 orders have had issues.  i have to use their chat b/c i'm deaf.  all totally useless indian cs, who are trained to lie.today i had an order come.  plastic bag was open, red dripping off of the bag.  i thought it was blood, it was really scary.  then i smelled it.  spaghetti sauce.  so the glass jar of red, mushy sauce was broken, all over a total of 10 items in the bag.  ruined.i contacted amazon immediately.  the items, all food, 8 of them are amazon brand.  i've got broken glass in the bag.live chat - not even an apology, nothing.  i have to use ebt, so their spin-off?  ""we'll have the ebt person contact you in the next 48 hours.""for what?  now it's ebt's fault?  last week i had it was a 3rd party's fault.i was running a volunteer group this evening at a church for elderly folks.  it was how to make vegan suet cakes.  there were 2 xl containers of nuts to go into that project.all now covered in tomato sauce.  all ruined.all amazon making excuses so bezos can buy a larger yacht.  they are corrupt as the day is long.use walmart or target, prices are the same or similar.  amazon has become a sham, they are dishonest, corrupt, don't pay taxes, & are the largest co. in the world.  ",Negative
"is there no end to the amazon craziness the driver obviously did not read the address on the package thatâs as big as lifeâ¦.the delivery that i received is someone elseâs, this happens too many times and amazon is quick to pass it off by suggesting retraining of  the driversâ¦.the people i speak to in customer service bless their hearts they shouldnât have to deal with this or at best be able to send the driver back out to correct their error ",Positive
as an amazon seller i have everything as proof of my item but still amazon is in its own attitude by not accepting my proofs other sellers are also jealous of why my account is on top it is not the first time but amazon is making things more difficult now ,Positive
"they have historically had a great customer service team and great policies but seems they are starting to become stricter and tougher, focusing more on profits and less on customer experience.  still has great delivery and easy to shop and many times get delivered the same day.",Positive
"i purchased a small radiator cover from amazon for â£37 and absolutely loved it. i wanted another one for on my landing upstairs. i went to order the same again and the price had jumped from â£37-â£40. i went upstairs to take measurements before i placed an order and to my frustration it had shot up to â£42.25! how can this happen in a few minutes? i telephoned customer services at amazon only to be told it was an offer! i told them to cancel my order on principle as they wouldnât do anything about it. they expect you to measure up correctly yet, raise the price twice in 5 minutes whilst doing so! iâm absolutely appalled at the service & price rises! i feel like cancelling my prime membership! ",Negative
parcel notification saying it was handed to resident but it was not.   asked neighbours and no oneâs got it.  searched around house.   useless amazon drivers.  no photo provided so no idea where they dumped it.   ,Negative
"ordered multiple parcels to be delivered, followed the van on the tracker, when one stop away received an email saying delivery attempted.we have cameras all around our business and no vehicles have been up the drive!",Neutral
 amazon waste of spacedon't trust them holding on to â£120 because someone at there warehouse has taken my iphone and replaced it with rubbish jewellery. the customer services is rubbish full of excuses as to why i can't get my money always told to leave it for a bit longer now have to wait to end of month. rubbish service,Positive
okay so they advertise okay so i got a set of a bracelet and a change supposed to be at 9.25 silver the bracelet the look 92.5 tag broke off it's turning brown around the edges then when i did a review on amazon they told me they weren't going to submit my review they was going to leave the reviews like they was so in other words they going to lie to people and i asked him did they want me to send a bracelet back so they can see it they say now they just going to leave it like it is they selling jewelry on there that's not authentic some of it is i got some sterling silver earrings they fine a lot of that jewelry out bad for them is not real and then i don't get my money back i just got accepted and that's wrong do not i repeat do not buy supposed to be sterling silver don't buy no jewelry from amazon,Negative
amazon has gone downhill. ordered some items and 5 days later nothing has been shipped. ask customer service what's the hold up and the reply was just cancel my order because it did not ship yet. what a resolution. also i gave a negative review on a product that was defective and had false description was deleted by amazon. no buyer protection anymore.b,Negative
review text not found,Neutral
"love amazon, i use it for all my daily purchases.",Positive
amazon did it again. they use human workers as mashines. they got amazon cops in redvest that runs around telling they get signed up for working slow ( invisible whip) treat workers like we still in the 1800? woow get some mashines to do your jobs. you treat your workers really bad.. and the red vest people in amazon not even paid for for the watching who work slow then on top they go after those who work 2 days 12 hours fast and then 3rd day they tired but getting whipped by redvest people in amazon. dont support amazon boycot. ,Negative
placed an order on friday the 05/07/2024..payed for next day delivery which was to be delivered b4 22.00 hrs on the 06/07 but no order arrived ..text asking where order was and told it wouldbe on the 07/07 instead so asked for refund which was sent back to me when asked when would it arrive yet again 22.00 hrs on the 07/07..yes you got it no parcels....monday 08/07 it actually arrived but what i ordered wasnt what i got 2 orders 1 was correct other was a waste of time was not what i asked for utter sham must say ..would have been quicker goin to a suppler and got the right equipment..,Negative
"according to the amazon website:""used - like new: an item in perfect working condition, the packaging may bear some damage. the item fully functions, and all its essential accessories are complete.""it keeps on stating how carefully all products are evaluated and controlled for all parts and functionality by the amazon team.despite that claim, i got a weather station but its outdoor sensor was missing.how can you describe it as a careful evaluation?  does someone at amazon read these reviews? is it just a generic process as sincere as the overused ""your call is important to us"" ! yeah, right !",Positive
i paid for priority postagepackage was to arrive todaywhen i contacted to cancel even though item had not been processed...they refused to cancelwhet a disaster....avoid please.,Neutral
"i like amazon items as there's a lot of choice and i like that they do a lot of next day delivery. what i don't like is that amazon delivery drivers don't seem to be physically able to knock on doors anymore? they park up.. run to the door.. quick scan of the item.. then leave it right outside the front door for the world to see. no knocking, no doorbell ring. what's the point in having a ring doorbell... they never press it. there's no point writing delivery instructions.. they're ignored. surely the delivery drivers must be told to deliver this way, because they all do it. it's so annoying. can you literally just knock on the door and wait for 10 seconds please?! ",Positive
"let down again by amazon again, this time on a fridge freezer. itâs left me high and dry, and when i called them the member of staff threatened to close my account. iâve now cancelled the fridge freezer, all my other orders, my prime account and i shall close my account. not some snotty nose indian guy! disgraceful update - got offered â£10 credit! good riddance you cheeky bunch ",Positive
amazon is a merging company we earn money by products hunting ,Neutral
all is good if items are delivered but trying to get delivery issues sorted when they are not is frustrating and very annoying.  ordered two items but only one delivered. spent hours talking to chatbots and ai. might be better to go purchase from a shop with a real person in it. ,Negative
i have a prime account and yet i still have to watch commercials on the prime video! the delivery people for the goods i recieve don't follow instructions ! they allow market fleecing like same item prices ranging from 5$ to 50$ or more ! i would like a more honest company ! ,Positive
